id,first_name,last_name,degree,school,department,hire_year,hire_date,salary,country
7562,Mason,Green,MS,Harvard,Business,2018,2018-06-17,162231,GERMANY
7563,Lily,Jackson,PHD,Stanford,Bio Informatics,2006,2006-12-19,130225,GERMANY
7564,Mia,Ramirez,MBA,ISU,Bio Informatics,2012,2012-08-30,192177,USA
7565,Stella,Green,MBA,SCU,Business,2006,2006-12-02,145812,CANADA
7566,Aria,Moore,MS,Stanford,Business,2012,2012-02-07,179580,ITALY
7567,Abigail,Scott,PHD,Stanford,Accounting,2013,2013-04-30,138307,GERMANY
7568,Benjamin,Campbell,MD,MIT,Accounting,2014,2014-02-04,145984,UK
7569,Henry,White,MD,SCU,Bio Informatics,2003,2003-11-17,133911,MEXICO
7570,Leo,Scott,MS,Harvard,Business,2003,2003-05-26,183659,MEXICO
7571,Elijah,Green,MBA,MIT,Computer Science,2002,2002-02-14,104969,UK
7572,Evelyn,Wilson,PHD,Harvard,Bio Informatics,2016,2016-05-16,182195,USA
7573,Abigail,Williams,PHD,Stanford,Data Science,2009,2009-06-18,154426,USA
7574,Wyatt,Carter,PHD,MIT,Computer Science,2020,2020-11-15,158829,GERMANY
7575,Evelyn,Harris,PHD,MIT,Accounting,2005,2005-01-20,183676,ITALY
7576,Mason,Rodriguez,MS,ISU,Computer Science,2017,2017-05-20,144194,UK
7577,Hazel,Williams,PHD,MIT,Engineering,2003,2003-12-25,142951,CANADA
7578,Lillian,Harris,MBA,Harvard,Bio Informatics,2007,2007-02-11,130368,USA
7579,Lillian,Davis,MBA,MIT,Data Science,2003,2003-11-09,185671,FRANCE
7580,Aria,Lee,PHD,Stanford,Accounting,2009,2009-08-15,121532,FRANCE
7581,Lucas,King,MS,MIT,Accounting,2014,2014-12-18,110942,FRANCE
7582,Elena,Hernandez,MS,MIT,Data Science,2009,2009-04-07,134357,UK
7583,Riley,Taylor,MD,Harvard,Computer Science,2005,2005-04-17,130944,GERMANY
7584,Olivia,Lopez,PHD,ISU,Bio Informatics,2007,2007-03-24,108648,GERMANY
7585,Riley,Davis,MS,MIT,Computer Science,2021,2021-12-08,174451,UK
7586,Hazel,Campbell,MS,Stanford,Data Science,2024,2024-03-21,161278,CANADA
7587,Olivia,Evans,PHD,Stanford,Business,2025,2025-08-16,198776,MEXICO
7588,Olivia,Jackson,MD,MIT,Computer Science,2004,2004-04-06,127791,MEXICO
7589,Ethan,Thomas,MS,MIT,Bio Informatics,2022,2022-02-15,175498,ITALY
7590,Isabella,Williams,MBA,ISU,Engineering,2010,2010-05-15,129822,SPAIN
7591,Mason,Carter,MS,Stanford,Bio Informatics,2016,2016-07-23,192985,GERMANY
7592,Riley,Smith,PHD,MIT,Engineering,2004,2004-12-13,107058,MEXICO
7593,Logan,Sanchez,PHD,MIT,Computer Science,2025,2025-09-01,153053,SPAIN
7594,Ava,Nguyen,PHD,Harvard,Accounting,2002,2002-06-10,111436,MEXICO
7595,Evelyn,Thomas,MS,SCU,Accounting,2011,2011-08-15,162844,MEXICO
7596,Lucas,Wright,MD,ISU,Business,2014,2014-04-19,132551,MEXICO
7597,Chloe,Sanchez,PHD,Stanford,Accounting,2010,2010-04-06,109902,FRANCE
7598,Sebastian,Moore,MD,Stanford,Accounting,2025,2025-09-12,174205,CANADA
7599,Emma,Taylor,MS,SCU,Engineering,2016,2016-08-12,165561,MEXICO
7600,Zoe,White,MD,ISU,Business,2018,2018-12-11,109449,GERMANY
7601,Lillian,King,MS,ISU,Accounting,2019,2019-12-28,148989,UK
7602,Jack,Thompson,MS,Harvard,Data Science,2003,2003-11-08,146087,MEXICO
7603,Mason,Green,MBA,SCU,Bio Informatics,2007,2007-02-28,119049,SPAIN
7604,Lily,Wilson,MS,Stanford,Engineering,2024,2024-09-07,156402,SPAIN
7605,Layla,Miller,MS,Harvard,Data Science,2015,2015-10-26,157568,SPAIN
7606,Isabella,Jones,PHD,Stanford,Data Science,2015,2015-03-11,123470,USA
7607,Wyatt,Davis,MS,MIT,Data Science,2024,2024-10-01,182210,UK
7608,Emily,Lopez,MD,ISU,Accounting,2010,2010-05-16,131180,FRANCE
7609,Lucas,Scott,MBA,Harvard,Business,2004,2004-06-10,143460,USA
7610,Emily,Evans,PHD,SCU,Engineering,2005,2005-12-05,159372,USA
7611,Sofia,Nguyen,PHD,Stanford,Data Science,2002,2002-10-14,180746,MEXICO
7612,Chloe,Allen,PHD,Stanford,Bio Informatics,2000,2000-06-20,138682,USA
7613,Daniel,Johnson,PHD,MIT,Bio Informatics,2016,2016-09-21,156524,USA
7614,Alexander,Williams,PHD,ISU,Data Science,2025,2025-03-07,172424,SPAIN
7615,Abigail,Taylor,PHD,Harvard,Business,2012,2012-01-18,184019,FRANCE
7616,Michael,Davis,PHD,Harvard,Engineering,2020,2020-04-05,183320,UK
7617,Ava,Harris,PHD,ISU,Accounting,2021,2021-12-26,181844,USA
7618,Daniel,Lopez,MBA,ISU,Computer Science,2020,2020-11-09,139022,UK
7619,Michael,Smith,MS,ISU,Bio Informatics,2001,2001-11-21,147104,SPAIN
7620,Chloe,Smith,PHD,Harvard,Engineering,2001,2001-08-25,129593,USA
7621,Aiden,Adams,MS,Stanford,Accounting,2007,2007-03-18,184592,CANADA
7622,Michael,King,MS,Harvard,Accounting,2021,2021-05-11,136752,USA
7623,Alexander,Martin,PHD,SCU,Accounting,2015,2015-09-28,152035,SPAIN
7624,Emily,Evans,PHD,MIT,Business,2000,2000-07-02,167400,SPAIN
7625,Henry,Mitchell,MS,Stanford,Computer Science,2012,2012-05-29,199888,FRANCE
7626,Lillian,Carter,MBA,Stanford,Computer Science,2025,2025-04-15,152697,UK
7627,Leo,Allen,MD,SCU,Engineering,2005,2005-07-02,176033,MEXICO
7628,Sophia,Evans,PHD,Stanford,Bio Informatics,2016,2016-05-11,177508,USA
7629,Mason,Baker,PHD,SCU,Computer Science,2021,2021-03-30,148344,SPAIN
7630,Victoria,Evans,PHD,Harvard,Accounting,2023,2023-01-10,149028,ITALY
7631,Daniel,Green,PHD,Stanford,Accounting,2022,2022-09-16,157991,MEXICO
7632,Leo,Anderson,MS,SCU,Computer Science,2022,2022-01-23,168847,GERMANY
7633,Lily,Martin,MBA,Stanford,Accounting,2024,2024-04-16,142122,ITALY
7634,Nora,Gonzalez,MS,Stanford,Bio Informatics,2017,2017-03-13,184704,CANADA
7635,Elijah,Scott,PHD,ISU,Bio Informatics,2017,2017-12-19,165036,CANADA
7636,Layla,Miller,MS,Stanford,Bio Informatics,2002,2002-04-29,194485,GERMANY
7637,Layla,Allen,PHD,Stanford,Engineering,2023,2023-02-11,161445,FRANCE
7638,Ethan,Gonzalez,MS,Harvard,Engineering,2023,2023-07-28,161701,SPAIN
7639,Daniel,Hernandez,MBA,ISU,Accounting,2015,2015-05-04,149051,UK
7640,Logan,Wilson,MS,MIT,Data Science,2013,2013-02-27,180548,UK
7641,Liam,Hill,PHD,MIT,Engineering,2011,2011-11-02,159707,ITALY
7642,Ethan,Mitchell,PHD,MIT,Business,2005,2005-07-30,145507,FRANCE
7643,Wyatt,Torres,MBA,ISU,Computer Science,2009,2009-12-09,128440,USA
7644,Elena,Wilson,MS,Harvard,Computer Science,2021,2021-02-15,182779,CANADA
7645,Mia,Robinson,MBA,SCU,Computer Science,2021,2021-04-03,153407,USA
7646,Hannah,Nelson,PHD,ISU,Bio Informatics,2002,2002-03-09,123229,FRANCE
7647,Noah,Smith,PHD,SCU,Business,2017,2017-09-07,166219,MEXICO
7648,Hazel,Evans,MS,Stanford,Computer Science,2000,2000-06-06,119139,SPAIN
7649,Riley,White,MBA,MIT,Business,2014,2014-11-13,136817,SPAIN
7650,Logan,Gonzalez,PHD,Harvard,Bio Informatics,2024,2024-12-24,176136,UK
7651,Violet,Brown,MS,Stanford,Business,2013,2013-12-19,174597,GERMANY
7652,Sophia,Campbell,MS,MIT,Data Science,2014,2014-02-20,176700,CANADA
7653,Aiden,Rodriguez,PHD,ISU,Data Science,2020,2020-02-26,155371,CANADA
7654,Mason,Harris,MS,Harvard,Engineering,2013,2013-06-09,146088,SPAIN
7655,Violet,Torres,MD,Harvard,Computer Science,2005,2005-01-30,128528,GERMANY
7656,Ava,Miller,MS,MIT,Data Science,2014,2014-08-05,181605,UK
7657,Evelyn,Thompson,MD,SCU,Engineering,2001,2001-06-21,125770,SPAIN
7658,Harper,Parker,PHD,Stanford,Engineering,2017,2017-03-01,177185,SPAIN
7659,Elena,Flores,MD,Stanford,Accounting,2017,2017-12-30,111274,SPAIN
7660,Abigail,Gonzalez,PHD,Stanford,Accounting,2025,2025-06-29,152839,USA
7661,Victoria,Flores,PHD,Stanford,Computer Science,2016,2016-05-22,170980,MEXICO
7662,Ethan,Hernandez,PHD,ISU,Engineering,2009,2009-10-23,142311,FRANCE
7663,Evelyn,Torres,PHD,Harvard,Accounting,2014,2014-07-16,186225,ITALY
7664,Lily,Garcia,PHD,Harvard,Accounting,2009,2009-01-13,119744,ITALY
7665,Olivia,Green,MS,ISU,Engineering,2018,2018-07-06,168880,GERMANY
7666,Grace,Lee,MS,MIT,Computer Science,2010,2010-08-29,145087,MEXICO
7667,Aiden,Sanchez,MS,Stanford,Computer Science,2022,2022-09-09,126430,USA
7668,Henry,Wilson,PHD,MIT,Data Science,2021,2021-06-16,149849,MEXICO
7669,Victoria,Young,MS,MIT,Bio Informatics,2016,2016-10-04,151142,GERMANY
7670,Logan,Robinson,PHD,MIT,Engineering,2000,2000-04-22,110323,USA
7671,Ethan,White,PHD,Stanford,Business,2007,2007-01-04,155047,GERMANY
7672,James,Johnson,MS,SCU,Bio Informatics,2001,2001-04-06,149444,UK
7673,Ethan,Torres,MS,ISU,Bio Informatics,2015,2015-04-13,155450,ITALY
7674,Mason,Clark,PHD,MIT,Engineering,2020,2020-08-15,145775,GERMANY
7675,Amelia,Adams,PHD,Stanford,Bio Informatics,2013,2013-10-24,177737,ITALY
7676,Mason,Wright,PHD,Stanford,Business,2002,2002-05-08,171023,SPAIN
7677,Harper,Jones,MBA,Harvard,Accounting,2010,2010-07-04,151405,FRANCE
7678,Sebastian,Campbell,MS,SCU,Engineering,2022,2022-06-07,161867,UK
7679,Noah,Rodriguez,MBA,Harvard,Business,2000,2000-01-25,179498,UK
7680,Amelia,Martinez,PHD,ISU,Business,2021,2021-09-30,142626,USA
7681,Victoria,Mitchell,PHD,Stanford,Business,2006,2006-11-19,113986,GERMANY
7682,Henry,Johnson,MS,SCU,Data Science,2024,2024-02-15,109347,SPAIN
7683,Lily,Wilson,PHD,MIT,Data Science,2012,2012-05-23,154558,UK
7684,Michael,Perez,PHD,Harvard,Data Science,2015,2015-10-21,197460,ITALY
7685,Emma,Walker,MS,MIT,Bio Informatics,2020,2020-07-19,181617,MEXICO
7686,Aria,Adams,MS,SCU,Business,2012,2012-04-19,142202,CANADA
7687,Layla,Williams,PHD,ISU,Engineering,2014,2014-09-24,190548,FRANCE
7688,Mason,Lee,MS,Stanford,Engineering,2010,2010-03-10,148324,CANADA
7689,Layla,White,MS,MIT,Computer Science,2004,2004-08-04,105569,CANADA
7690,Amelia,Mitchell,MBA,SCU,Accounting,2007,2007-10-24,153804,SPAIN
7691,Abigail,Jones,MD,Stanford,Engineering,2011,2011-06-10,185965,USA
7692,Emma,Torres,PHD,MIT,Computer Science,2005,2005-03-12,142242,FRANCE
7693,Emily,Johnson,MD,MIT,Business,2011,2011-05-13,163850,UK
7694,Harper,Jones,PHD,Stanford,Business,2025,2025-08-22,190185,USA
7695,Hannah,Brown,PHD,MIT,Computer Science,2012,2012-12-23,149443,CANADA
7696,Mason,Garcia,MBA,Stanford,Bio Informatics,2011,2011-01-30,174804,MEXICO
7697,Zoe,Williams,PHD,MIT,Business,2006,2006-04-01,174331,MEXICO
7698,Lily,Perez,MS,Stanford,Data Science,2012,2012-09-27,158499,SPAIN
7699,Olivia,Hernandez,MBA,MIT,Accounting,2023,2023-03-09,199498,FRANCE
7700,Isabella,Wilson,PHD,ISU,Engineering,2019,2019-09-21,105300,ITALY
7701,Jack,Nelson,PHD,Stanford,Engineering,2020,2020-05-15,125026,USA
7702,Wyatt,Young,PHD,MIT,Bio Informatics,2024,2024-10-06,171087,MEXICO
7703,Lily,Adams,PHD,Harvard,Engineering,2021,2021-11-02,199401,ITALY
7704,Sofia,Wright,MBA,Harvard,Engineering,2011,2011-12-26,120359,SPAIN
7705,Hazel,Thompson,PHD,Stanford,Business,2009,2009-11-12,154685,FRANCE
7706,Jack,Scott,MS,MIT,Engineering,2009,2009-09-21,168600,UK
7707,Olivia,Wilson,MS,ISU,Engineering,2016,2016-12-04,141237,MEXICO
7708,Amelia,Torres,MS,ISU,Computer Science,2005,2005-07-23,125289,USA
7709,Zoe,Clark,MS,Harvard,Computer Science,2015,2015-12-08,132310,MEXICO
7710,Logan,Anderson,PHD,ISU,Engineering,2002,2002-04-23,178111,ITALY
7711,Olivia,Gonzalez,PHD,Stanford,Bio Informatics,2002,2002-08-04,108544,ITALY
7712,Lucas,Brown,PHD,MIT,Computer Science,2000,2000-10-04,116500,SPAIN
7713,Lillian,Jones,MS,ISU,Computer Science,2006,2006-01-20,157384,SPAIN
7714,Lillian,Scott,MD,MIT,Computer Science,2023,2023-02-03,169549,GERMANY
7715,Isabella,Lopez,PHD,Harvard,Data Science,2024,2024-02-25,130916,ITALY
7716,Sebastian,Allen,PHD,ISU,Bio Informatics,2016,2016-04-04,135459,UK
7717,Violet,Flores,PHD,Stanford,Accounting,2015,2015-07-01,105825,USA
7718,Elena,Wright,PHD,ISU,Bio Informatics,2002,2002-09-15,103547,SPAIN
7719,Sebastian,Smith,MS,Harvard,Engineering,2017,2017-12-27,198753,USA
7720,Layla,Baker,PHD,Harvard,Bio Informatics,2018,2018-04-27,161178,GERMANY
7721,Benjamin,Hill,PHD,ISU,Engineering,2016,2016-12-04,148428,ITALY
7722,Emma,Moore,MS,ISU,Data Science,2010,2010-12-18,180777,SPAIN
7723,Evelyn,Wilson,MD,Stanford,Computer Science,2013,2013-06-22,194159,GERMANY
7724,Logan,Carter,MBA,SCU,Data Science,2004,2004-11-16,125485,CANADA
7725,Emma,Johnson,PHD,ISU,Computer Science,2009,2009-01-15,143137,SPAIN
7726,Lucas,Wright,MBA,SCU,Engineering,2016,2016-09-27,110942,CANADA
7727,Victoria,Young,MS,SCU,Computer Science,2019,2019-10-19,168412,UK
7728,Mason,Nguyen,PHD,Harvard,Business,2000,2000-11-14,163399,SPAIN
7729,James,Parker,PHD,Stanford,Accounting,2009,2009-02-21,138519,MEXICO
7730,Sophia,Allen,MBA,MIT,Business,2007,2007-06-23,132496,MEXICO
7731,Benjamin,Perez,MS,MIT,Accounting,2024,2024-06-12,154999,CANADA
7732,Abigail,Walker,MS,SCU,Computer Science,2016,2016-02-02,147343,SPAIN
7733,Layla,Adams,MD,MIT,Bio Informatics,2015,2015-08-15,184913,FRANCE
7734,Noah,Sanchez,MD,Stanford,Business,2002,2002-05-19,134134,FRANCE
7735,Noah,Williams,MD,MIT,Bio Informatics,2010,2010-07-21,123318,ITALY
7736,Ava,Lee,PHD,Stanford,Bio Informatics,2010,2010-04-08,123607,SPAIN
7737,Emily,White,MS,Harvard,Engineering,2002,2002-04-10,154986,GERMANY
7738,Abigail,Brown,MBA,SCU,Data Science,2003,2003-07-06,157474,FRANCE
7739,Evelyn,Lee,PHD,ISU,Computer Science,2001,2001-01-29,184556,MEXICO
7740,Liam,Carter,MS,Stanford,Business,2008,2008-11-09,132944,UK
7741,Emma,Miller,MBA,MIT,Engineering,2022,2022-03-08,143732,USA
7742,Isabella,Scott,PHD,Stanford,Data Science,2011,2011-03-28,136787,ITALY
7743,Sofia,Campbell,PHD,MIT,Bio Informatics,2001,2001-03-31,128590,CANADA
7744,Mason,Nelson,PHD,SCU,Accounting,2012,2012-11-12,192274,MEXICO
7745,Wyatt,Young,PHD,SCU,Bio Informatics,2007,2007-09-19,110209,ITALY
7746,Hazel,Hill,MD,SCU,Bio Informatics,2007,2007-02-18,198869,GERMANY
7747,Ava,Rodriguez,PHD,ISU,Business,2015,2015-07-09,108968,FRANCE
7748,Olivia,Nguyen,PHD,Harvard,Engineering,2019,2019-06-26,151447,FRANCE
7749,Lucas,Harris,MS,Stanford,Bio Informatics,2020,2020-12-16,145016,MEXICO
7750,Ava,Hernandez,PHD,Stanford,Business,2001,2001-12-08,150356,UK
7751,Olivia,Allen,MBA,Harvard,Engineering,2021,2021-03-05,150826,MEXICO
7752,Nora,Perez,PHD,MIT,Data Science,2016,2016-08-07,138817,GERMANY
7753,Aiden,Hernandez,MD,MIT,Bio Informatics,2016,2016-04-04,117820,MEXICO
7754,Amelia,King,PHD,SCU,Computer Science,2005,2005-04-01,189731,SPAIN
7755,Nora,Davis,PHD,Harvard,Computer Science,2004,2004-06-08,107680,SPAIN
7756,James,Anderson,PHD,MIT,Accounting,2009,2009-01-07,107125,SPAIN
7757,Violet,Adams,MBA,SCU,Bio Informatics,2005,2005-01-02,115918,CANADA
7758,Chloe,Hill,PHD,ISU,Computer Science,2002,2002-05-24,185912,USA
7759,Aiden,Jackson,MBA,Harvard,Accounting,2013,2013-05-24,181505,CANADA
7760,Evelyn,Garcia,PHD,ISU,Computer Science,2002,2002-10-28,189714,ITALY
7761,Abigail,Sanchez,MBA,ISU,Data Science,2003,2003-06-06,113515,CANADA
7762,Violet,Anderson,PHD,ISU,Data Science,2016,2016-01-23,167542,FRANCE
7763,Ava,Martin,PHD,Harvard,Data Science,2025,2025-07-25,121419,MEXICO
7764,Zoe,Parker,MS,Harvard,Bio Informatics,2024,2024-01-27,132519,FRANCE
7765,Benjamin,Harris,PHD,MIT,Engineering,2002,2002-03-02,134567,UK
7766,Hazel,Smith,PHD,MIT,Business,2009,2009-09-10,157091,CANADA
7767,Lily,Parker,MBA,MIT,Accounting,2009,2009-01-21,104054,SPAIN
7768,Lillian,Lee,MS,Harvard,Engineering,2020,2020-09-14,197946,MEXICO
7769,Elijah,Adams,MD,MIT,Business,2008,2008-08-30,180341,GERMANY
7770,Hannah,King,MD,SCU,Computer Science,2010,2010-06-12,108407,SPAIN
7771,Violet,Taylor,MS,Harvard,Engineering,2005,2005-06-07,169543,CANADA
7772,Logan,Garcia,PHD,SCU,Data Science,2020,2020-04-24,157237,SPAIN
7773,Elijah,Lopez,MBA,SCU,Business,2016,2016-04-25,171233,ITALY
7774,Leo,Jones,PHD,Stanford,Data Science,2012,2012-06-03,186175,ITALY
7775,Chloe,Nguyen,MS,ISU,Data Science,2012,2012-12-05,186832,UK
7776,Aiden,Mitchell,MBA,ISU,Business,2008,2008-12-27,163369,ITALY
7777,Lily,Garcia,MBA,MIT,Computer Science,2002,2002-12-16,125780,USA
7778,Grace,Baker,PHD,MIT,Accounting,2017,2017-05-08,174571,SPAIN
7779,Liam,Thomas,MS,ISU,Bio Informatics,2022,2022-10-14,106680,GERMANY
7780,Ella,Williams,PHD,SCU,Bio Informatics,2006,2006-04-24,185215,FRANCE
7781,Hannah,Nelson,PHD,SCU,Business,2025,2025-08-19,193616,MEXICO
7782,Elijah,Hernandez,PHD,Stanford,Engineering,2014,2014-08-14,160648,FRANCE
7783,Emily,Baker,PHD,MIT,Engineering,2018,2018-09-19,177647,FRANCE
7784,Elijah,Flores,MS,ISU,Data Science,2018,2018-06-14,135156,CANADA
7785,Liam,Torres,MBA,MIT,Computer Science,2004,2004-08-12,107295,SPAIN
7786,Abigail,Nelson,MD,SCU,Data Science,2002,2002-08-31,180216,CANADA
7787,Chloe,Rodriguez,MS,SCU,Computer Science,2020,2020-12-13,188073,MEXICO
7788,Nora,Thomas,PHD,Stanford,Bio Informatics,2011,2011-01-29,165743,UK
7789,Michael,Harris,PHD,Harvard,Data Science,2009,2009-05-04,195182,ITALY
7790,Isabella,Perez,MS,SCU,Bio Informatics,2015,2015-04-17,131648,FRANCE
7791,Olivia,King,PHD,ISU,Engineering,2002,2002-09-07,142090,UK
7792,Amelia,Evans,PHD,MIT,Accounting,2020,2020-02-17,123143,CANADA
7793,Michael,Jones,PHD,Stanford,Data Science,2014,2014-12-21,172057,UK
7794,Mia,Taylor,PHD,SCU,Computer Science,2017,2017-06-13,162414,SPAIN
7795,Layla,Brown,MBA,MIT,Engineering,2012,2012-06-23,150274,USA
7796,Emma,Jackson,MS,Harvard,Engineering,2006,2006-09-05,197230,SPAIN
7797,Wyatt,Harris,PHD,MIT,Bio Informatics,2020,2020-10-20,152267,GERMANY
7798,Olivia,Mitchell,PHD,Harvard,Accounting,2024,2024-10-09,197985,FRANCE
7799,Aurora,Wilson,PHD,MIT,Computer Science,2015,2015-06-14,121870,USA
7800,Noah,King,MBA,ISU,Bio Informatics,2020,2020-05-11,115151,GERMANY
7801,Riley,Campbell,MBA,ISU,Computer Science,2023,2023-12-25,142421,UK
7802,Olivia,Evans,PHD,Harvard,Data Science,2003,2003-07-18,111403,CANADA
7803,Benjamin,Gonzalez,PHD,ISU,Engineering,2009,2009-03-18,185336,GERMANY
7804,Harper,Moore,MS,Stanford,Engineering,2003,2003-11-30,154358,MEXICO
7805,Mason,Walker,MBA,SCU,Computer Science,2011,2011-02-13,138950,SPAIN
7806,Zoe,Sanchez,PHD,ISU,Computer Science,2003,2003-05-09,145075,USA
7807,Emily,Clark,MS,ISU,Accounting,2021,2021-10-12,163545,SPAIN
7808,Harper,Williams,MBA,MIT,Business,2001,2001-08-04,153093,USA
7809,Grace,Jones,MBA,Harvard,Bio Informatics,2021,2021-03-05,135282,USA
7810,Emily,Lewis,MS,MIT,Engineering,2013,2013-03-17,128908,GERMANY
7811,Isabella,Taylor,MD,Stanford,Business,2000,2000-04-01,153552,UK
7812,Emily,Perez,PHD,Harvard,Accounting,2004,2004-11-29,123336,MEXICO
7813,Michael,Hernandez,MBA,SCU,Data Science,2016,2016-07-04,113608,USA
7814,Evelyn,Robinson,MBA,Stanford,Bio Informatics,2014,2014-06-03,103592,SPAIN
7815,Ava,Perez,PHD,SCU,Business,2012,2012-03-17,179102,USA
7816,Mason,Perez,MS,SCU,Accounting,2021,2021-01-10,142446,ITALY
7817,Aurora,Allen,MS,Stanford,Business,2015,2015-05-16,139751,UK
7818,Noah,Evans,MS,ISU,Engineering,2025,2025-08-16,124022,ITALY
7819,Liam,Thompson,MS,ISU,Data Science,2021,2021-06-01,103881,SPAIN
7820,Chloe,Garcia,PHD,SCU,Computer Science,2013,2013-09-04,150731,FRANCE
7821,Layla,Carter,PHD,MIT,Accounting,2014,2014-02-01,118865,FRANCE
7822,Jack,Davis,PHD,Harvard,Bio Informatics,2004,2004-02-10,151449,GERMANY
7823,Ethan,Robinson,PHD,MIT,Bio Informatics,2003,2003-02-19,186066,USA
7824,Henry,Clark,PHD,Harvard,Bio Informatics,2000,2000-01-14,120181,UK
7825,Aurora,Flores,PHD,Stanford,Engineering,2010,2010-10-16,181039,FRANCE
7826,Lily,Allen,MS,Harvard,Accounting,2013,2013-11-04,196473,SPAIN
7827,Michael,Lewis,PHD,Stanford,Data Science,2022,2022-06-15,145761,MEXICO
7828,Aurora,Wilson,MS,ISU,Engineering,2006,2006-03-19,157931,USA
7829,Aurora,Walker,MS,Stanford,Bio Informatics,2003,2003-07-23,196218,FRANCE
7830,Aria,Nguyen,PHD,SCU,Business,2004,2004-12-05,188476,FRANCE
7831,James,Garcia,PHD,ISU,Computer Science,2004,2004-04-07,101596,MEXICO
7832,Emma,Thomas,PHD,SCU,Engineering,2005,2005-02-21,188997,UK
7833,Henry,Young,MBA,Harvard,Data Science,2007,2007-03-30,126471,SPAIN
7834,Aurora,Taylor,MBA,ISU,Computer Science,2024,2024-05-08,123482,USA
7835,Sophia,Moore,PHD,MIT,Data Science,2001,2001-12-11,139255,UK
7836,Stella,Gonzalez,PHD,SCU,Data Science,2008,2008-05-27,131746,GERMANY
7837,Isabella,Scott,MBA,Stanford,Data Science,2017,2017-02-26,127386,UK
7838,Sebastian,Robinson,PHD,Harvard,Bio Informatics,2022,2022-04-02,133391,FRANCE
7839,Ava,Lewis,MS,SCU,Computer Science,2004,2004-12-15,169845,FRANCE
7840,Hannah,Parker,MS,Stanford,Accounting,2023,2023-10-10,139937,UK
7841,Mia,Walker,PHD,Harvard,Data Science,2011,2011-07-12,127255,UK
7842,Nora,Ramirez,MS,ISU,Engineering,2002,2002-08-02,180844,UK
7843,Benjamin,Torres,PHD,SCU,Engineering,2017,2017-09-20,150874,FRANCE
7844,Riley,Ramirez,MD,ISU,Data Science,2019,2019-04-14,191344,MEXICO
7845,Lillian,Hernandez,MBA,SCU,Engineering,2019,2019-12-22,183394,UK
7846,Ava,Carter,MS,Stanford,Computer Science,2025,2025-01-24,102430,UK
7847,Grace,Walker,PHD,Harvard,Computer Science,2001,2001-04-17,122383,ITALY
7848,Elena,Anderson,PHD,Stanford,Business,2015,2015-03-25,146066,UK
7849,Layla,Martin,MD,SCU,Engineering,2015,2015-06-07,192000,MEXICO
7850,Evelyn,Clark,PHD,SCU,Data Science,2014,2014-08-27,157911,USA
7851,Jack,Walker,MS,MIT,Accounting,2001,2001-02-24,136609,USA
7852,Zoe,Campbell,PHD,MIT,Business,2023,2023-01-26,183822,FRANCE
7853,Violet,Harris,MS,ISU,Bio Informatics,2023,2023-09-16,145948,GERMANY
7854,Emily,Carter,MS,Stanford,Business,2016,2016-12-14,121565,SPAIN
7855,Sophia,Perez,MS,Stanford,Accounting,2011,2011-11-29,167180,MEXICO
7856,Olivia,Wright,PHD,Stanford,Data Science,2002,2002-01-18,158153,FRANCE
7857,Amelia,Allen,PHD,SCU,Computer Science,2010,2010-11-12,171930,UK
7858,Aria,Mitchell,PHD,SCU,Computer Science,2022,2022-01-10,116831,CANADA
7859,Aiden,Moore,PHD,Harvard,Business,2010,2010-01-11,170598,MEXICO
7860,Ella,Ramirez,PHD,SCU,Bio Informatics,2002,2002-10-14,165913,SPAIN
7861,Mia,Young,MD,ISU,Data Science,2001,2001-09-09,167095,GERMANY
7862,Alexander,Perez,PHD,Stanford,Accounting,2021,2021-11-03,197609,FRANCE
7863,Victoria,Wright,PHD,Stanford,Business,2011,2011-05-20,171574,SPAIN
7864,Noah,White,MS,Stanford,Bio Informatics,2015,2015-04-28,167897,ITALY
7865,Lillian,Brown,PHD,MIT,Accounting,2022,2022-05-02,189805,MEXICO
7866,Hazel,Garcia,MBA,Stanford,Engineering,2020,2020-09-19,160789,FRANCE
7867,Nora,Thompson,MS,Harvard,Business,2006,2006-10-01,100460,ITALY
7868,Chloe,Nguyen,PHD,Harvard,Data Science,2004,2004-04-01,123196,UK
7869,Chloe,Carter,MS,Harvard,Bio Informatics,2007,2007-01-19,147144,CANADA
7870,Chloe,Williams,MD,Harvard,Computer Science,2016,2016-04-14,116883,UK
7871,Isabella,Taylor,PHD,ISU,Accounting,2016,2016-05-09,134446,USA
7872,Victoria,Clark,MS,MIT,Accounting,2009,2009-09-12,115018,SPAIN
7873,Liam,Campbell,MS,MIT,Engineering,2008,2008-04-03,111462,SPAIN
7874,Mia,Lopez,PHD,Stanford,Data Science,2009,2009-05-08,116650,ITALY
7875,Noah,Hill,MBA,Harvard,Engineering,2001,2001-12-03,188317,UK
7876,Daniel,Scott,MS,MIT,Data Science,2001,2001-09-15,138881,GERMANY
7877,Mia,Jones,MS,SCU,Business,2011,2011-12-05,105388,UK
7878,Ava,Campbell,PHD,SCU,Bio Informatics,2025,2025-05-14,186897,UK
7879,Zoe,Wright,PHD,Harvard,Accounting,2010,2010-08-13,162322,USA
7880,Sophia,Lewis,PHD,Harvard,Business,2023,2023-11-25,103459,ITALY
7881,Sebastian,Mitchell,MBA,Harvard,Engineering,2011,2011-09-26,157517,USA
7882,Mia,Miller,PHD,Harvard,Bio Informatics,2023,2023-08-14,119946,SPAIN
